show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s0355,Movie,Parallel Signal 355,Emma Davis,"Lucas Jackson, Alex Brown, Avery Taylor","South Korea, Nigeria",10-02-2019,2000,R,179 min,Action,"A action story about unexpected choices, relationships, and a journey that changes everything."
s0356,Movie,Northern Signal 356,Mia Davis,"Riley Lee, Alex Williams, Sam Martin, Mia Garcia",Mexico,24-12-2021,2001,TV-MA,123 min,"Thriller, Documentary","A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0357,TV Show,Lost Files 357,Casey Sharma,"Drew Williams, Daniel Williams",Germany,03-12-2018,2013,TV-Y7,6 Seasons,Comedy,"A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0358,TV Show,Silent Game 358,Cameron Khan,"Lucas Khan, Casey Lee, Priya Anderson, Priya Davis","Nigeria, Turkey",24-07-2025,2020,TV-Y7,8 Seasons,Drama,"A drama story about unexpected choices, relationships, and a journey that changes everything."
s0359,Movie,Burning Legacy 359,Ethan Lewis,"Morgan Jones, Arjun Patel",India,19-10-2021,2000,PG,100 min,Horror,"A horror story about unexpected choices, relationships, and a journey that changes everything."
s0360,TV Show,Silent River 360,Priya Garcia,"Mia Kim, Emma Taylor, Olivia Patel, Maya Garcia",France,19-03-2019,2021,TV-Y,2 Seasons,Reality TV,"A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0361,TV Show,Crimson Stories 361,Casey Clark,"Alex Williams, Aisha Johnson, Taylor Garcia",United Kingdom,22-12-2024,2014,TV-Y,10 Seasons,"Romance, Fantasy","A romance story about unexpected choices, relationships, and a journey that changes everything."
s0362,Movie,Last Files 362,Sofia Khan,"Cameron Lewis, Sofia Garcia, Ethan Taylor",Italy,03-05-2019,2024,G,124 min,"Comedy, Mystery, Reality TV","A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0363,TV Show,Midnight Game 363,Daniel Khan,"Jordan Miller, Noah Lewis","Japan, Brazil",10-01-2026,2000,TV-MA,7 Seasons,Fantasy,"A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0364,TV Show,Silent Mountain 364,Lucas Garcia,"Sofia Lee, Riley Martin, Jordan Patel, Jamie Garcia, Emma Patel",South Korea,10-06-2019,2008,TV-14,6 Seasons,Comedy,"A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0365,TV Show,Final City 365,Olivia Thomas,"Morgan Sharma, Maya Jackson, Priya Jackson, Jordan Lewis, Casey Wilson",Japan,14-04-2019,1995,TV-Y7,6 Seasons,Fantasy,"A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0366,Movie,Hidden Road 366,Drew Johnson,"Lucas Sharma, Emma Martin, Priya Taylor, Alex Garcia, Emma Smith","France, Mexico, Nigeria",08-10-2021,2010,PG,138 min,"Thriller, Horror","A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0367,TV Show,Dark Project 367,Cameron Jackson,"Sam Garcia, Olivia Brown, Noah Davis, Cameron Taylor, Jordan Anderson","France, Italy, Canada",24-01-2021,1995,TV-Y7,2 Seasons,"Thriller, Adventure","A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0368,TV Show,Forgotten Signal 368,Maya Brown,"Ethan Anderson, Priya Lewis, Noah Thomas, Sam Sharma",Mexico,15-01-2025,2022,TV-MA,9 Seasons,"Documentary, Drama","A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0369,Movie,Final Stories 369,Sam Lewis,"Jamie Clark, Noah Singh, Priya Kim, Aisha Clark, Jordan Martin",Germany,19-11-2022,1999,R,127 min,Fantasy,"A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0370,TV Show,Last Signal 370,Priya Taylor,"Olivia Miller, Jamie Lewis, Liam Wilson, Arjun Wilson",Canada,12-06-2023,1991,TV-PG,9 Seasons,"Fantasy, Reality TV","A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0371,TV Show,Forgotten Dream 371,Sam Miller,"Avery Smith, Jamie Taylor, Lucas Lee, Riley Clark","Brazil, Germany",30-09-2024,1991,TV-G,5 Seasons,"Action, Adventure","A action story about unexpected choices, relationships, and a journey that changes everything."
s0372,Movie,Forgotten Truth 372,Lucas Lewis,"Arjun Jones, Casey Williams",Spain,02-09-2020,1997,NC-17,151 min,Action,"A action story about unexpected choices, relationships, and a journey that changes everything."
s0373,Movie,Midnight World 373,Emma Patel,"Priya Davis, Avery Williams, Riley Davis","Germany, France, Japan",20-07-2021,1993,TV-MA,144 min,Thriller,"A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0374,TV Show,Crimson River 374,Jamie Jones,"Sofia Jackson, Cameron Smith, Olivia Singh, Jordan Lewis","United States, Brazil",07-09-2025,2005,TV-14,2 Seasons,"Fantasy, Animation","A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0375,Movie,Electric Game 375,Alex Patel,"Cameron Brown, Casey Anderson, Sam Miller, Daniel Clark",Italy,07-07-2023,2016,G,135 min,Action,"A action story about unexpected choices, relationships, and a journey that changes everything."
s0376,TV Show,Midnight Storm 376,Morgan Miller,"Ethan Brown, Maya Sharma, Liam Lee, Aisha Thomas",United States,13-01-2018,1993,TV-Y7,7 Seasons,"Reality TV, Romance","A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0377,Movie,Fallen World 377,Emma Brown,"Riley Wilson, Ethan Clark","Turkey, Mexico",03-12-2020,2016,TV-PG,97 min,Romance,"A romance story about unexpected choices, relationships, and a journey that changes everything."
s0378,TV Show,Fallen Signal 378,Taylor Sharma,"Riley Patel, Arjun Kim, Casey Smith, Alex Lee",Australia,23-11-2019,2004,TV-G,1 Season,"Horror, Crime, Animation","A horror story about unexpected choices, relationships, and a journey that changes everything."
s0379,TV Show,Parallel Storm 379,Liam Taylor,"Taylor Jackson, Riley Kim, Morgan Smith","France, Italy",01-01-2026,2019,TV-Y7,4 Seasons,Sci-Fi,"A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0380,Movie,Rising Hearts 380,Aisha Garcia,"Avery Sharma, Sam Singh, Sam Anderson, Aisha Lewis, Sam Sharma",Italy,22-08-2020,1999,G,154 min,Crime,"A crime story about unexpected choices, relationships, and a journey that changes everything."
s0381,TV Show,Secret Truth 381,Emma Lewis,"Taylor Smith, Sofia Jones, Drew Patel, Lucas Davis, Mia Patel","Brazil, Mexico",02-08-2018,2006,TV-G,6 Seasons,Comedy,"A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0382,Movie,Crimson Truth 382,Liam Lewis,"Alex Taylor, Ethan Singh",France,27-11-2019,2013,PG-13,139 min,"Comedy, Documentary, Romance","A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0383,TV Show,Midnight Legacy 383,Avery Brown,"Mia Martin, Priya Jones, Jamie Williams, Drew Johnson","Germany, Turkey, Japan",15-11-2024,2013,TV-MA,5 Seasons,Crime,"A crime story about unexpected choices, relationships, and a journey that changes everything."
s0384,TV Show,Forgotten Promise 384,Drew Garcia,"Noah Lewis, Olivia Khan, Jordan Davis",Canada,01-12-2025,2001,TV-G,8 Seasons,Documentary,"A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0385,TV Show,Silent Stories 385,Jordan Khan,"Mia Lee, Sofia Khan, Sofia Williams, Aisha Jones",India,30-05-2026,2003,TV-14,9 Seasons,Documentary,"A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0386,TV Show,Final Mountain 386,Sam Kim,"Ethan Kim, Riley Sharma","Canada, Italy",17-04-2018,2021,TV-Y7,5 Seasons,Adventure,"A adventure story about unexpected choices, relationships, and a journey that changes everything."
s0387,Movie,Burning Truth 387,Emma Williams,"Avery Smith, Taylor Khan, Mia Lewis, Sofia Khan",Japan,27-03-2026,1990,TV-PG,177 min,"Reality TV, Adventure, Animation","A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0388,Movie,Lost Dream 388,Olivia Anderson,"Jordan Brown, Noah Singh, Arjun Brown, Arjun Taylor",Italy,30-10-2019,2015,PG,124 min,Horror,"A horror story about unexpected choices, relationships, and a journey that changes everything."
s0389,TV Show,Fallen Code 389,Morgan Anderson,"Priya Anderson, Lucas Singh, Avery Jackson, Lucas Williams, Maya Martin",Germany,05-01-2019,2014,TV-MA,7 Seasons,Mystery,"A mystery story about unexpected choices, relationships, and a journey that changes everything."
s0390,TV Show,Parallel Promise 390,Priya Clark,"Taylor Johnson, Ethan Thomas, Daniel Lewis, Casey Clark, Lucas Jones","Spain, Australia",21-11-2018,2023,TV-G,8 Seasons,Mystery,"A mystery story about unexpected choices, relationships, and a journey that changes everything."
s0391,TV Show,Golden Code 391,Lucas Anderson,"Ethan Sharma, Cameron Kim, Jordan Lee",United States,23-01-2019,2022,TV-G,8 Seasons,Mystery,"A mystery story about unexpected choices, relationships, and a journey that changes everything."
s0392,TV Show,Infinite Shadow 392,Emma Brown,"Morgan Lewis, Daniel Miller","Turkey, France",09-07-2021,1992,TV-G,10 Seasons,Fantasy,"A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0393,TV Show,Electric Project 393,Jamie Thomas,"Sam Miller, Taylor Singh, Jamie Lewis",Spain,05-12-2019,1991,TV-G,8 Seasons,Drama,"A drama story about unexpected choices, relationships, and a journey that changes everything."
s0394,TV Show,Burning Project 394,Aisha Garcia,"Liam Singh, Maya Lewis, Mia Lewis, Arjun Anderson",United Kingdom,21-10-2025,1990,TV-PG,4 Seasons,Drama,"A drama story about unexpected choices, relationships, and a journey that changes everything."
s0395,Movie,Lost Stories 395,Olivia Jones,"Priya Clark, Noah Davis, Taylor Anderson","United Kingdom, Germany",15-04-2026,2017,G,164 min,Romance,"A romance story about unexpected choices, relationships, and a journey that changes everything."
s0396,TV Show,Crimson Stories 396,Alex Khan,"Sam Anderson, Emma Patel, Jordan Thomas",Australia,20-06-2023,2017,TV-MA,7 Seasons,"Fantasy, Comedy","A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0397,TV Show,Northern Mountain 397,Aisha Singh,"Casey Johnson, Ethan Smith, Priya Kim, Drew Lee, Taylor Taylor","France, Germany",28-10-2025,1997,TV-MA,7 Seasons,"Animation, Reality TV","A animation story about unexpected choices, relationships, and a journey that changes everything."
s0398,Movie,Dark Hearts 398,Aisha Davis,"Maya Khan, Casey Martin, Casey Kim, Lucas Thomas, Liam Lewis",Nigeria,26-10-2019,2008,TV-14,154 min,"Animation, Stand-Up Comedy, Family","A animation story about unexpected choices, relationships, and a journey that changes everything."
s0399,Movie,Fallen Journey 399,Lucas Garcia,"Riley Davis, Riley Singh, Sofia Williams","Germany, Japan",04-12-2020,2005,R,120 min,"Drama, Animation","A drama story about unexpected choices, relationships, and a journey that changes everything."
s0400,Movie,Dark Files 400,Jordan Brown,"Priya Williams, Liam Wilson, Morgan Lee, Casey Garcia",South Korea,27-09-2025,2012,G,140 min,"Crime, Romance","A crime story about unexpected choices, relationships, and a journey that changes everything."
s0401,Movie,Broken Legacy 401,Daniel Williams,"Liam Singh, Morgan Lee",India,03-03-2026,2000,PG,112 min,"Animation, Documentary","A animation story about unexpected choices, relationships, and a journey that changes everything."
s0402,TV Show,Northern Stories 402,Aisha Williams,"Olivia Jackson, Drew Jones, Morgan Davis",France,20-03-2021,1990,TV-PG,9 Seasons,"Stand-Up Comedy, Adventure","A stand-up comedy story about unexpected choices, relationships, and a journey that changes everything."
s0403,Movie,Last Shadow 403,Maya Sharma,"Olivia Lewis, Casey Jones, Ethan Sharma, Casey Jones","France, Nigeria",10-02-2018,2019,TV-PG,166 min,"Reality TV, Romance, Family","A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0404,Movie,Last World 404,Drew Patel,"Priya Johnson, Arjun Johnson, Lucas Clark",Mexico,03-02-2026,1993,NC-17,170 min,Fantasy,"A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0405,TV Show,Infinite City 405,Jamie Martin,"Mia Patel, Daniel Clark, Sam Lee",Mexico,19-03-2020,2018,TV-Y7,5 Seasons,Family,"A family story about unexpected choices, relationships, and a journey that changes everything."
s0406,Movie,Broken Road 406,Drew Patel,"Ethan Lee, Cameron Davis, Taylor Martin",Spain,15-09-2020,2011,PG-13,174 min,Crime,"A crime story about unexpected choices, relationships, and a journey that changes everything."
s0407,TV Show,Forgotten Files 407,Morgan Johnson,"Jamie Clark, Ethan Jackson, Morgan Johnson, Olivia Williams",Mexico,13-05-2026,1990,TV-MA,10 Seasons,Sci-Fi,"A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0408,Movie,Infinite Hearts 408,Cameron Lewis,"Mia Patel, Ethan Wilson, Morgan Thomas",Canada,15-08-2022,2013,TV-MA,85 min,Mystery,"A mystery story about unexpected choices, relationships, and a journey that changes everything."
s0409,Movie,Broken Storm 409,Avery Garcia,"Daniel Brown, Maya Lewis, Ethan Patel",Spain,23-09-2025,2015,NC-17,137 min,"Mystery, Reality TV","A mystery story about unexpected choices, relationships, and a journey that changes everything."
s0410,TV Show,Dark Code 410,Ethan Jones,"Mia Khan, Avery Martin, Ethan Williams, Mia Davis, Daniel Garcia",United Kingdom,11-05-2019,2025,TV-14,6 Seasons,"Thriller, Mystery, Comedy","A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0411,TV Show,Broken Files 411,Avery Williams,"Cameron Jackson, Cameron Anderson, Sofia Smith, Avery Jones","France, United States",09-01-2018,2009,TV-14,2 Seasons,Stand-Up Comedy,"A stand-up comedy story about unexpected choices, relationships, and a journey that changes everything."
s0412,TV Show,Last Dream 412,Priya Garcia,"Emma Khan, Drew Patel, Sofia Singh, Avery Jones",Germany,01-01-2019,2018,TV-Y7,10 Seasons,Adventure,"A adventure story about unexpected choices, relationships, and a journey that changes everything."
s0413,TV Show,Burning River 413,Arjun Thomas,"Lucas Khan, Aisha Taylor",Turkey,17-04-2024,2000,TV-Y7,2 Seasons,Fantasy,"A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0414,Movie,Lost Project 414,Noah Kim,"Emma Martin, Sam Garcia",United States,30-11-2025,1997,PG-13,149 min,"Crime, Horror, Thriller","A crime story about unexpected choices, relationships, and a journey that changes everything."
s0415,TV Show,Last Road 415,Liam Thomas,"Emma Johnson, Sofia Smith, Drew Sharma, Riley Sharma, Alex Martin",Japan,19-01-2020,1995,TV-G,5 Seasons,"Documentary, Fantasy, Action","A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0416,Movie,Golden Hearts 416,Priya Lewis,"Jordan Singh, Drew Miller, Alex Johnson",India,22-11-2020,2010,PG-13,123 min,Adventure,"A adventure story about unexpected choices, relationships, and a journey that changes everything."
s0417,Movie,Broken Signal 417,Casey Singh,"Sofia Martin, Ethan Patel, Morgan Taylor",Germany,28-07-2022,2025,TV-14,156 min,Drama,"A drama story about unexpected choices, relationships, and a journey that changes everything."
s0418,Movie,Hidden Shadow 418,Noah Kim,"Casey Lee, Olivia Jones",France,07-08-2019,2018,PG,122 min,"Sports, Horror","A sports story about unexpected choices, relationships, and a journey that changes everything."
s0419,Movie,Secret Road 419,Priya Lee,"Jordan Smith, Daniel Singh, Cameron Clark, Riley Smith, Jordan Garcia",Japan,06-07-2018,2014,TV-PG,95 min,"Horror, Fantasy","A horror story about unexpected choices, relationships, and a journey that changes everything."
s0420,Movie,Fallen Journey 420,Arjun Williams,"Aisha Lee, Jamie Sharma, Sam Singh",Italy,04-10-2020,2010,TV-PG,159 min,"Reality TV, Crime","A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0421,TV Show,Midnight Signal 421,Daniel Singh,"Alex Jones, Olivia Smith, Liam Garcia, Alex Smith",France,12-04-2025,2025,TV-Y7,2 Seasons,"Family, Action","A family story about unexpected choices, relationships, and a journey that changes everything."
s0422,Movie,Electric Kingdom 422,Maya Patel,"Arjun Miller, Mia Smith, Morgan Khan, Maya Davis",Canada,04-01-2019,1991,NC-17,179 min,"Animation, Horror","A animation story about unexpected choices, relationships, and a journey that changes everything."
s0423,TV Show,Secret River 423,Sofia Jackson,"Jamie Garcia, Mia Singh",Canada,30-11-2019,2015,TV-G,9 Seasons,"Sports, Stand-Up Comedy","A sports story about unexpected choices, relationships, and a journey that changes everything."
s0424,Movie,Final Project 424,Emma Miller,"Emma Jones, Aisha Brown",Nigeria,09-08-2025,2026,R,77 min,"Crime, Horror","A crime story about unexpected choices, relationships, and a journey that changes everything."
s0425,TV Show,Wild Legacy 425,Alex Sharma,"Drew Sharma, Priya Taylor",Spain,02-02-2026,2019,TV-MA,4 Seasons,Comedy,"A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0426,Movie,Rising Storm 426,Noah Khan,"Alex Patel, Sam Thomas, Taylor Kim, Alex Wilson","France, India, Canada",08-01-2025,2002,PG-13,155 min,Action,"A action story about unexpected choices, relationships, and a journey that changes everything."
s0427,Movie,Hidden Stories 427,Priya Smith,"Jamie Wilson, Morgan Garcia, Casey Thomas, Jordan Thomas",Canada,17-12-2018,1994,TV-MA,82 min,"Reality TV, Thriller","A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0428,Movie,Burning World 428,Mia Brown,"Jordan Khan, Jordan Anderson, Liam Clark",India,04-07-2022,1993,G,87 min,Family,"A family story about unexpected choices, relationships, and a journey that changes everything."
s0429,TV Show,Secret Project 429,Lucas Singh,"Daniel Patel, Daniel Sharma","Mexico, India",06-09-2021,2011,TV-Y7,10 Seasons,"Drama, Reality TV, Crime","A drama story about unexpected choices, relationships, and a journey that changes everything."
s0430,Movie,Silent Kingdom 430,Alex Singh,"Emma Davis, Emma Jones",Japan,01-02-2020,2012,TV-14,106 min,Reality TV,"A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0431,Movie,Broken Dream 431,Avery Anderson,"Ethan Clark, Maya Anderson, Emma Lee, Avery Jones, Sofia Anderson",Japan,23-08-2018,2013,G,105 min,Romance,"A romance story about unexpected choices, relationships, and a journey that changes everything."
s0432,Movie,Forgotten Truth 432,Sam Davis,"Taylor Thomas, Sam Lewis, Sofia Khan",South Korea,27-10-2019,2026,TV-PG,88 min,"Mystery, Adventure","A mystery story about unexpected choices, relationships, and a journey that changes everything."
s0433,TV Show,Broken Stories 433,Casey Smith,"Mia Wilson, Daniel Singh, Sam Wilson",Italy,25-01-2020,2011,TV-Y7,1 Season,Family,"A family story about unexpected choices, relationships, and a journey that changes everything."
s0434,TV Show,Hidden Journey 434,Maya Smith,"Avery Anderson, Daniel Davis",Nigeria,15-12-2019,2013,TV-G,4 Seasons,"Horror, Sports, Romance","A horror story about unexpected choices, relationships, and a journey that changes everything."
s0435,TV Show,Dark World 435,Noah Wilson,"Sam Smith, Riley Taylor, Morgan Smith","United Kingdom, France",23-02-2022,1997,TV-14,6 Seasons,"Fantasy, Reality TV, Thriller","A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0436,Movie,Northern Project 436,Priya Brown,"Avery Jones, Sam Davis",Brazil,23-07-2026,2013,TV-PG,153 min,"Sci-Fi, Comedy","A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0437,Movie,Wild Hearts 437,Avery Thomas,"Jordan Clark, Jamie Jones, Ethan Kim","Canada, Brazil",15-09-2023,1995,TV-MA,124 min,"Action, Documentary","A action story about unexpected choices, relationships, and a journey that changes everything."
s0438,TV Show,Crimson Files 438,Daniel Miller,"Mia Jackson, Ethan Garcia, Mia Garcia, Sofia Taylor",Australia,26-01-2023,1992,TV-PG,4 Seasons,Horror,"A horror story about unexpected choices, relationships, and a journey that changes everything."
s0439,TV Show,Lost Hearts 439,Priya Patel,"Maya Taylor, Noah Brown, Avery Brown",Spain,12-10-2022,2012,TV-PG,8 Seasons,"Reality TV, Adventure","A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0440,TV Show,Forgotten Storm 440,Maya Garcia,"Jamie Patel, Alex Miller, Daniel Wilson, Jamie Clark",Nigeria,06-02-2021,1995,TV-14,4 Seasons,"Sports, Action","A sports story about unexpected choices, relationships, and a journey that changes everything."
s0441,Movie,Silent Journey 441,Maya Johnson,"Drew Davis, Lucas Thomas, Jamie Anderson","Italy, Australia",04-02-2018,2007,R,173 min,"Romance, Crime","A romance story about unexpected choices, relationships, and a journey that changes everything."
s0442,TV Show,Fallen Truth 442,Arjun Patel,"Sofia Clark, Ethan Jones","Canada, Nigeria",07-02-2026,2003,TV-MA,8 Seasons,Reality TV,"A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0443,TV Show,Last World 443,Sam Sharma,"Sam Khan, Daniel Lee, Alex Jackson, Avery Kim, Avery Anderson","United States, Germany",09-09-2025,2012,TV-14,7 Seasons,Mystery,"A mystery story about unexpected choices, relationships, and a journey that changes everything."
s0444,TV Show,Midnight Mountain 444,Alex Kim,"Avery Jones, Drew Kim",Mexico,30-12-2023,2026,TV-MA,7 Seasons,"Horror, Family, Comedy","A horror story about unexpected choices, relationships, and a journey that changes everything."
s0445,Movie,Crimson Kingdom 445,Drew Kim,"Olivia Anderson, Taylor Miller, Morgan Lewis, Noah Miller, Jordan Singh",United Kingdom,12-08-2020,2002,PG,112 min,"Family, Fantasy, Thriller","A family story about unexpected choices, relationships, and a journey that changes everything."
s0446,Movie,Electric Dream 446,Maya Martin,"Riley Thomas, Priya Patel",India,13-05-2022,1998,TV-14,101 min,Action,"A action story about unexpected choices, relationships, and a journey that changes everything."
s0447,Movie,Lost Hearts 447,Priya Lewis,"Riley Singh, Emma Anderson, Emma Davis, Ethan Lewis, Daniel Taylor",United Kingdom,20-05-2024,2018,PG,137 min,"Sci-Fi, Adventure","A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0448,TV Show,Electric Mountain 448,Jordan Brown,"Olivia Khan, Maya Anderson, Arjun Singh, Riley Sharma",Nigeria,01-11-2025,2017,TV-MA,10 Seasons,Documentary,"A documentary story about unexpected choices, relationships, and a journey that changes everything."
s0449,Movie,Burning Dream 449,Casey Miller,"Olivia Lee, Cameron Lewis, Taylor Davis, Sofia Sharma","Spain, India, South Korea",07-08-2022,1994,PG,132 min,Adventure,"A adventure story about unexpected choices, relationships, and a journey that changes everything."
s0450,Movie,Rising Signal 450,Ethan Johnson,"Alex Brown, Olivia Lewis, Aisha Khan, Arjun Thomas, Aisha Patel","France, United States",01-09-2021,1990,NC-17,160 min,Romance,"A romance story about unexpected choices, relationships, and a journey that changes everything."
s0451,TV Show,Crimson Legacy 451,Taylor Brown,"Mia Khan, Avery Garcia, Jamie Miller",United States,21-11-2019,1996,TV-PG,2 Seasons,Family,"A family story about unexpected choices, relationships, and a journey that changes everything."
s0452,Movie,Rising Code 452,Daniel Jackson,"Sam Johnson, Lucas Lee, Sam Khan",Turkey,24-12-2022,2023,PG,81 min,Fantasy,"A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0453,Movie,Broken Game 453,Sam Wilson,"Casey Davis, Taylor Smith, Priya Smith, Alex Thomas","Australia, Nigeria",16-11-2019,1994,R,80 min,"Thriller, Documentary, Animation","A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0454,TV Show,Northern Kingdom 454,Drew Thomas,"Liam Davis, Noah Patel, Priya Williams",India,02-05-2025,2012,TV-14,6 Seasons,Family,"A family story about unexpected choices, relationships, and a journey that changes everything."
s0455,Movie,Burning Signal 455,Daniel Wilson,"Lucas Taylor, Olivia Singh",India,22-02-2019,2003,TV-14,166 min,Stand-Up Comedy,"A stand-up comedy story about unexpected choices, relationships, and a journey that changes everything."
s0456,Movie,Rising Kingdom 456,Liam Thomas,"Lucas Jones, Drew Miller, Olivia Thomas, Lucas Garcia, Taylor Thomas",Nigeria,25-08-2023,2018,TV-14,150 min,Sci-Fi,"A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0457,Movie,Secret City 457,Liam Williams,"Casey Sharma, Casey Singh, Taylor Johnson, Avery Jackson",Canada,02-09-2020,1999,TV-14,167 min,Comedy,"A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0458,TV Show,Midnight Code 458,Jamie Thomas,"Ethan Sharma, Olivia Anderson","Canada, Turkey",16-06-2025,2011,TV-14,4 Seasons,Comedy,"A comedy story about unexpected choices, relationships, and a journey that changes everything."
s0459,Movie,Parallel Game 459,Ethan Thomas,"Daniel Clark, Alex Brown, Sofia Brown","United States, Australia, United Kingdom",25-08-2020,2003,PG-13,139 min,Horror,"A horror story about unexpected choices, relationships, and a journey that changes everything."
s0460,Movie,Forgotten Legacy 460,Cameron Miller,"Casey Sharma, Riley Singh, Casey Anderson",Germany,12-01-2022,2002,NC-17,125 min,"Stand-Up Comedy, Action","A stand-up comedy story about unexpected choices, relationships, and a journey that changes everything."
s0461,TV Show,Dark Stories 461,Daniel Sharma,"Avery Garcia, Alex Patel, Priya Brown, Cameron Singh, Noah Jones",United Kingdom,06-03-2021,2006,TV-MA,7 Seasons,Reality TV,"A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0462,TV Show,Last World 462,Avery Garcia,"Avery Davis, Alex Smith, Ethan Jackson",Nigeria,14-06-2021,2016,TV-MA,10 Seasons,"Animation, Family, Sci-Fi","A animation story about unexpected choices, relationships, and a journey that changes everything."
s0463,Movie,Forgotten Dream 463,Morgan Patel,"Sam Sharma, Jamie Jackson, Ethan Garcia",South Korea,22-05-2018,1993,TV-14,179 min,"Sci-Fi, Sports, Stand-Up Comedy","A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0464,TV Show,Hidden Code 464,Jamie Singh,"Lucas Jones, Jamie Wilson, Liam Kim, Lucas Miller, Alex Williams","Australia, Brazil",29-09-2022,2014,TV-MA,3 Seasons,"Action, Horror","A action story about unexpected choices, relationships, and a journey that changes everything."
s0465,TV Show,Rising Hearts 465,Ethan Lee,"Emma Anderson, Aisha Sharma, Aisha Brown, Morgan Clark, Emma Jackson","Japan, Brazil",27-01-2018,2003,TV-Y7,3 Seasons,Fantasy,"A fantasy story about unexpected choices, relationships, and a journey that changes everything."
s0466,TV Show,Hidden Kingdom 466,Taylor Sharma,"Olivia Anderson, Aisha Sharma, Riley Miller, Maya Miller, Mia Jones",United Kingdom,31-01-2020,2022,TV-G,4 Seasons,Horror,"A horror story about unexpected choices, relationships, and a journey that changes everything."
s0467,Movie,Dark Signal 467,Jamie Sharma,"Olivia Singh, Morgan Clark, Riley Brown, Cameron Brown, Arjun Williams",South Korea,08-02-2018,1991,R,82 min,Thriller,"A thriller story about unexpected choices, relationships, and a journey that changes everything."
s0468,TV Show,Hidden Mountain 468,Jordan Williams,"Ethan Smith, Arjun Singh, Ethan Taylor","Germany, Italy",24-08-2025,2011,TV-Y,6 Seasons,Animation,"A animation story about unexpected choices, relationships, and a journey that changes everything."
s0469,TV Show,Secret Truth 469,Lucas Patel,"Liam Johnson, Maya Thomas, Morgan Smith, Daniel Patel, Aisha Jones",India,07-12-2024,2023,TV-14,8 Seasons,"Sci-Fi, Animation, Sports","A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0470,TV Show,Lost City 470,Olivia Thomas,"Olivia Jackson, Jordan Thomas",Canada,19-10-2022,2021,TV-MA,8 Seasons,"Action, Animation","A action story about unexpected choices, relationships, and a journey that changes everything."
s0471,Movie,Burning Hearts 471,Liam Davis,"Ethan Kim, Mia Martin, Jordan Jones",India,19-04-2019,2009,TV-MA,136 min,Reality TV,"A reality tv story about unexpected choices, relationships, and a journey that changes everything."
s0472,Movie,Secret Signal 472,Riley Lewis,"Morgan Sharma, Mia Smith",Nigeria,20-06-2025,2010,TV-14,135 min,"Sci-Fi, Crime","A sci-fi story about unexpected choices, relationships, and a journey that changes everything."
s0473,Movie,Golden Road 473,Olivia Garcia,"Mia Thomas, Casey Kim","Mexico, India",13-08-2020,2011,TV-14,103 min,"Family, Mystery, Sports","A family story about unexpected choices, relationships, and a journey that changes everything."
